sentence,label
"Such an environment 
allows an economy to achieve its growth potential.",GDP Growth
"Further, 
in pursuing the primary objective, the Central Bank shall 
take into account the stabilisation of output towards its potential level.",Monetary Policy
"These arrangements are in accordance 
with the Flexible Inflation Targeting (FIT) framework that 
aims at stabilising inflation around the inflation target while 
minimising disturbance to the real economy.",Monetary Policy
"Further, on a rare occasion where the attention of both price stability and financial system stability is required, and the policy decision concerning either side is subject to a tradeoff, the Central Bank is expected to prioritise its primary object of price stability.",Monetary Policy
"Governance Structure
Under the MLA, the Monetary Board is entrusted with making monetary policy decisions along with other policy and operational decisions.",Monetary Policy
"However, under the CBA, the powers are vested with two parallel decision making bodies, namely the Governing Board (GB) and the Monetary Policy Board (MPB), where the latter is entrusted with the responsibility of formulating and 
1 The Exter Report was prepared by John Exter, an eminent economist from the Federal 
Reserve System – USA and the first Governor of the Central Bank of Ceylon.",Monetary Policy
"The report 
can be accessed on https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/about/
Exter%20Report%20-%20CBSL.pdf
Figure B 3.1
Governance and Organisation of the Central Bank Under the CBA 
 
 
 
  
Governing Board 
(Decision making and oversight) 
Governor 
(Chairman) 
Six 
Appo inted 
Members 
Monetary Policy Board 
 
Other Members of the 
Governin g Board   
2 External Experts 
in Economics or 
Finance 
2 Deputy 
Governors Coordination Go
(Chairman)vernor",Monetary Policy
"35
ECONOMIC, PRICE AND FINANCIAL SYSTEM STABILITY, OUTLOOK AND POLICIES
1implementing the FIT framework along with the flexible 
exchange rate regime to achieve domestic price stability, 
while the former is charged with the responsibility of 
determining the general policy of the Central Bank other than monetary policy.",Monetary Policy
"As per the CBA, the Secretary to the Treasury (ST) is 
no longer a member of any of the decision making 
bodies of the Central Bank.",Monetary Policy
"However, in order to ensure greater fiscal-monetary-financial stability policy coordination, a Coordination Council will be instituted and ST will be a member of the Coordination Council.",Fiscal Policy
"The separation of the MPB from the GB that 
oversees other functions and formulates financial 
sector and other policies of the Central Bank, and technical representation of the Board with two internal members (Deputy Governors) and external experts facilitates efficient formulation of monetary policy.",Monetary Policy
"It 
is an accepted international practice to have an MPB 
with both external and internal members with the required knowledge and expertise on monetary policy formulation.",Monetary Policy
"Also, having a dedicated decision making 
body to achieve the primary objective provides space 
for the members to get engaged in detailed policy deliberations at early stages, thereby strengthening monetary policy formulation.",Monetary Policy
"Improved Central Bank Autonomy and 
Accountability
The provisions of the CBA were put forward with the 
broader view of strengthening the autonomy and 
accountability of the Central Bank in its policy and 
operational decision making.",Monetary Policy
"The CBA has explicit provisions ensuring administrative and financial autonomy, which would emphasise more operational independence in policymaking at the Central Bank.",Monetary Policy
"Further, external influences on the Governor, appointed 
Members to the GB, MPB, and employees are 
categorically prohibited under the CBA.",Monetary Policy
"In order to ensure autonomy in monetary policymaking, 
the CBA ensures no government representation in the 
Central Bank’s decision making bodies in any form.",Monetary Policy
"However, the Coordination Council is expected to facilitate information sharing and the exchange of views on events posing significant risks to financial 
stability or economic activity.",Fiscal Policy
"Meantime, the Central 
Bank will remain as the financial advisor, fiscal agent, and banker to the Government.",Monetary Policy
"However, the fiscal dominance on monetary policymaking, the major 
impediment on monetary policy in the past, has been 
avoided by restricting monetary financing of the fiscal deficit and a check on provisional advances to the Government, which is essential for the success of FIT.",Monetary Policy
"Accordingly, the Central Bank is restricted from 
granting direct or indirect credits to the Government, 
to any government owned entity, or to any other public entity, not incur costs on behalf of the Government except for expenses related to the Central Bank’s functions, and not purchase securities issued by the Government, by any government owned entity, or any other public entity in the primary market.",Monetary Policy
"2  However, the 
CBA allows the granting of provisional advances to the 
Government to finance expenditures at the beginning 
of the year,3  subject to several restrictions to limit new 
direct credits to the Government.",Fiscal Policy
"The outstanding 
amount of such provisional advances granted shall not exceed ten per cent of the revenue of the first four 
months of the preceding financial year and will have to 
be remunerated at market related interest rates.",Fiscal Policy
"Meanwhile, providing required independence for 
operational and financial independence, the CBA 
ensures a greater accountability of the Central Bank to the Parliament and the public with regard to its 
policies, outcomes, and failures.",Monetary Policy
"Checks and balances, 
which create a separation of powers and ensure that 
no authority control too much power, are important 
to improve independent decision making, ensure 
accountability, and maintain public confidence.",Fiscal Policy
"Thus, the CBA includes provisions aiming at improving 
accountability through statutory public disclosure requirements, periodic submissions of reports to the 
Parliament and the arrangement that the Governor to 
be heard by the Parliament or by any of its committees, 
periodically.",Fiscal Policy
"In this regard, the Central Bank is expected 
to submit several reports to the Parliament and public on 
the implementation of monetary policy and achievement 
of the Central Bank objects, specifying the reasons for 
any failures in terms of achieving the Central Bank’s 
objects, recent developments, and outlook of the 
economy.",Monetary Policy
"FIT as the Monetary Policy Framework 
The Central Bank adopted FIT as the monetary policy 
framework in 2020, after following a hybrid monetary 
policy framework with features of both monetary targeting and FIT since 2015.",Monetary Policy
"However, the MLA did 
not explicitly recognise FIT as the relevant monetary policy framework in Sri Lanka even though the enabling 
conditions for successful implementation of FIT were facilitated under the MLA.",Monetary Policy
"The CBA provides for formal 
adoption of FIT with enabling conditions.",Monetary Policy
"Under this arrangement, a monetary policy framework agreement, 
which includes the inflation target and key parameters, is jointly signed by the Central Bank and the Minister of 
Finance and published in the Gazette within a period of one week from the date of such agreement.",Monetary Policy
"According 
to the monetary policy framework agreement, the MPB is to determine the appropriate monetary policy 
and monetary policy instruments relating to the implementation of the monetary policy of the Central 
Bank and have the authority to adjust such instruments 
for the purpose of implementing the monetary policy.",Monetary Policy
"The inflation target and related parameters will be 
reviewed every three years or in such other intervals 
under exceptional circumstances.",Monetary Policy
"Moreover, if the 
2 Temporary relaxation on primary market purchases of government securities by the Central 
Bank has been allowed within a period of six months from the appointed date of the Act, 
taking into consideration the current fiscal constraints.",Inflation
"3 A transitional provision is included on the treatment of outstanding credits of the Central 
Bank to the Government.",Fiscal Policy
"36
CENTRAL BANK OF SRI LANKA  | ANNUAL REPORT 2022
1Central Bank fails to meet the inflation target by the 
margin determined at the time of setting the inflation target, for two consecutive quarters, the MPB should submit a report to the Parliament through the Minister 
of Finance, which shall also be made available to the 
public.",Inflation
"Meanwhile, under the CBA, the Central Bank shall publish a Monetary Policy Report, once every six months, explaining recent movements in inflation, sources of inflation, and medium term projections for 
inflation and key risks to such projections.",Inflation
"Supervision and Resolution of Financial 
Institutions and the Macroprudential Authority
The Central Bank continues to be the key responsible 
apex financial institution for the regulation, licensing, registration, and supervision of financial institutions as well as the resolutions of financial institutions in order to ensure financial system stability.",Unclassified
"Moreover, the CBA 
attributes the macroprudential authority to the Central 
Bank, with the view to securing the stability of the financial system in line with the macroprudential policy.",Unclassified
"In this regard, the Central Bank will establish a Financial System Oversight Committee (FSOC), and it is expected 
to examine the macroprudential policy to mitigate 
identified buildup of systemic risks affecting the financial system, issue recommendations to relevant public authorities on corrective actions while coordinating the implementation of macroprudential policy.",Unclassified
"4 
4 Refer Box 10 for further reference on the role of the Central Bank as the macroprudential 
authority.References
1.",Monetary Policy
"Central Bank of Sri Lanka – A Bill (7 March 2023)
2.",Monetary Policy
"Jegajeevan, S. (2023) Why do we need independent and publicly accountable central bank?, 
Daily FT.",Monetary Policy
"Available at: https://www.ft.lk/columns/Why-do-we-need-independent-and-publicly-
accountable-central-bank/4-745738.",Monetary Policy
"(Accessed on 10 March 2023).Public Debt Management
As per the CBA, the Central Bank’s agency function 
of public debt management is to be removed from the 
Central Bank’s mandate once the relevant law relating 
to a public debt management agency or office comes 
into operation.",Fiscal Policy
"However, until such date the Central 
Bank will continue the management of public debt as 
an agent of the Government.",Fiscal Policy
"Summary
Under the CBA, the autonomy of the Central Bank 
is respected at all times, enabling independent 
policymaking and implementation by the Central Bank 
to achieve the mandated objectives of maintaining 
domestic price stability and securing financial system 
stability.",Monetary Policy
"In the meantime, the CBA endorses more accountability and transparency of the Central Bank 
making it answerable to the legislature and the public.",Monetary Policy
"The primarily mandated objectives of price stability and 
increased accountability of the Central Bank would 
protect the country from disruptive effects of high and 
volatile inflation, and associated sharp movements 
in interest rates, thus fostering sustainable long term 
economic growth.",Monetary Policy
"widen moderately in 2023 with a projected increase 
in merchandise imports triggered by the gradual 
normalisation of economic activity and possible 
relaxation of some trade restrictions going forward.",International Trade
"The forecast of the trade deficit for 2023 could 
also be affected by a possible economic downturn 
in the United Kingdom, the European Union, and the United States, possibly dampening external 
demand.",International Trade
"In addition, any further escalation of the 
Russia-Ukraine war could impact global supply chains, thereby increasing import expenditure.",International Trade
"The 
services account surplus is likely to increase in 
2023 with the projected increase in earnings from tourism as well as the envisaged improvement in competitiveness of other services exports with 
the gradual normalisation of domestic economic 
activity and expected reduction in domestic inflation during the second half of 2023.",International Trade
"The primary income account deficit is likely to widen marginally in 
2023 due to the possible rise in borrowing costs 
caused by monetary policy tightening in advanced economies.",International Trade
"The secondary income account surplus 
is expected to widen in 2023 due to the persistently 
high departures for foreign employment and the expected rise in workers’ remittances.",International Trade
"The possible 
expansion in the trade deficit and primary income 
account deficit would be cushioned by the envisaged improvements in the services and secondary income 
accounts, resulting in the current account deficit to 
likely remain at a modest level in 2023.",International Trade
"Inflows to the financial account are expected to strengthen in 2023 with the recommencement of certain infrastructure 
projects, envisaged Foreign Direct Investments 
(FDIs), and foreign portfolio investment in the CSE",International Trade
"37
ECONOMIC, PRICE AND FINANCIAL SYSTEM STABILITY, OUTLOOK AND POLICIES
1and government securities markets along with other 
foreign financing flows from multilateral and bilateral 
partners.",International Trade
"These inflows are expected to strengthen 
confidence among foreign investors in the prospects of economic engagement with the Sri Lankan 
economy in the period ahead.",International Trade
"Moreover, the external 
sector is expected to revert to a sustainable path over the medium term, supported by the envisaged 
successful progress of the debt restructuring as well as the economic adjustment programme under the 
IMF-EFF arrangement.",International Trade
"The trade deficit is expected to narrow down over the medium term as the growth 
in exports is expected to outpace the increase in 
imports.",International Trade
"Meanwhile, with the gradual normalisation of the global economy as well as increased mobility of people across the globe, Sri Lanka is likely to 
benefit from the prospects of its booming tourism 
industry reaching its potential in the period ahead.",International Trade
"This, together with the expected rebound of activities 
in transport services and high growth in the IT/BPO services subsector, is envisaged to strengthen the surplus in the services account over the medium 
term.",International Trade
"The primary income account deficit is 
expected to moderate in the period ahead with the expected reduction in interest payments due to the 
debt restructuring programme.",International Trade
"Further, workers’ 
remittances are expected to improve steadily over the medium term with the gradual improvement 
in departures for foreign employment, increased 
demand for migrant labour, and continued recovery in the flow of remittances through official channels.",International Trade
"Consequently, the external current account deficit is 
expected to decline gradually to a sustainable low 
level over the medium term.",International Trade
"Moreover, financial 
flows are expected to strengthen over the medium 
term with the envisaged non debt creating inflows 
to the Colombo Port City, Colombo West Container 
Terminals, and the development of industrial zones, 
such as the Hambantota Industrial Zone.",International Trade
"Inflows to 
the financial account are expected to be supported by enhanced investor confidence following the 
successful finalisation of the debt restructuring and the economic adjustment programme supported by the IMF-EFF arrangement.",International Trade
"Portfolio investment as well as other foreign financing flows are expected to recover gradually supported by the envisaged improvement in the macroeconomic performance and positive investor sentiments over the medium 
term.",International Trade
"Consequently, the gross official reserves are 
envisaged to strengthen over the medium term.",International Trade
"The Government is envisaged to continue 
its commitment towards fiscal consolidation 
and economic reform programme with the aim of achieving the medium term fiscal targets set out under the imF-EFF supported programme.",Fiscal Policy
The Government has announced an ambitious revenue target exceeding 15 per cent of GDP by 2027 along with the achievement of primary surpluses over the medium to long term.,Fiscal Policy
"To this end, the Government has already implemented strong revenue enhancement measures by raising the VAT rate, telecommunication levy, and personal and corporate income tax rates, expanding the VAT and personal income tax base, increasing 
the excise duty on petroleum products, liquor, and 
tobacco products, and imposing the social security 
contribution levy, among others.",Fiscal Policy
"These revenue 
enhancement measures are expected to yield 
benefits in the near to medium term by reversing the 
trend of dismal revenue performance observed in the recent years.",Fiscal Policy
"However, strengthening the revenue administration measures is crucial to achieve medium term revenue targets of the Government, while providing some relief to taxpayer segments who are already subject to an extremely high tax burden.",Fiscal Policy
"Meanwhile, the Government has taken steps to rationalise and reduce expenditure, which is imperative to curtail the fiscal deficit.",Fiscal Policy
"However, prioritisation of capital projects, identification and",Fiscal Policy
"38
CENTRAL BANK OF SRI LANKA  | ANNUAL REPORT 2022
1curtailment of unproductive recurrent expenditure, 
limiting public sector recruitment, improved 
targeting of social safety nets, and expeditious 
completion of the debt restructuring process are imperative to contain government expenditure and 
strengthen fiscal consolidation efforts in the medium 
term, while minimising any potential negative impact on economic activity.",Fiscal Policy
"The completion of 
the ongoing debt restructuring is expected to result in a notable reduction in the Government’s debt 
service burden and limit the annual gross financing needs to below 13 per cent of GDP, on average, 
during 2027-2032, as envisaged under the IMF-
EFF arrangement.",Fiscal Policy
"Further, foreign currency debt servicing of the central government is expected to be maintained below 4.5 per cent of GDP in any year 
during 2027-2032, thereby easing debt servicing 
pressures to a large extent.",Fiscal Policy
"Moreover, public debt 
is envisaged to reduce to around 95 per cent of 
GDP by 2032.",Fiscal Policy
The ambitious primary surplus path in the medium term would assist in reducing the debt accumulation over the medium term.,Fiscal Policy
"At the 
same time, divestments of non-strategic SOEs and 
continuation of cost reflective prices for utilities and other SOE reforms are envisaged to improve 
the efficiency of SOEs and reduce the burden of 
such entities on the government budget.",Fiscal Policy
"Moreover, the management of government finances is 
expected to improve under the IMF-EFF supported 
programme with the envisaged enactment of the new public financial management legislation, which would further strengthen fiscal rules.",Fiscal Policy
"With the 
completion of the proposed debt restructuring and 
implementation of broad-based economic reforms 
for efficiency, accountability, and transparency in 
the public sector, the fiscal sector performance is 
envisaged to improve sustainably over the medium 
term, thereby overcoming major impediments to 
economic growth that impacted the economy over 
decades.1.5 issues and Policies
From being one of the most promising 
nations in the developing world a few decades 
ago to one that is struggling to overcome multiple crises in the present day, successive governments have failed to steer the island nation towards sustained socio-economic progress and prosperity.",Fiscal Policy
"Despite the many 
initiatives taken since independence, the country has faced difficulties in thriving due to the lack of a robust and consistent national policy framework, resulting in poor macroeconomic performance, sustained twin deficits reflecting legacy issues and slow evolution, adaptability and transformation, thereby losing pace and falling behind peer economies, especially in the most recent decades.",Fiscal Policy
"Although the end of the three decades long internal conflict provided the country with the opportunity to make a new beginning, the lack of far-sighted policies and dearth of coherence in implementing corrective policy actions and reforms, alongside numerous social, 
political, and macroeconomic challenges have 
been impediments to the economy in reaching its 
potential.",Fiscal Policy
"To overcome many of these challenges 
and longstanding issues, policymakers and 
relevant authorities need to urgently embark 
on implementing several potentially painful yet essential reforms.",Fiscal Policy
"Most importantly, a crisis presents several opportunities to bring about change and implement reforms to address structural issues, i.e., an opportunity to ‘reset’ the economy.",Fiscal Policy
"While commending several measures that have been recently undertaken to address some of these lasting issues, it is necessary for the Government to remain committed to the structural reform agenda over the medium term and ensure that remaining actions are fulfilled and such actions in the near term are aligned with the medium term agenda, irrespective of political agendas.",Fiscal Policy
"39
ECONOMIC, PRICE AND FINANCIAL SYSTEM STABILITY, OUTLOOK AND POLICIES
1Sri lanka’s resolve and commitment to 
carrying out long overdue reforms would be 
a major factor in shaping the direction of the economy over the medium to long term.",Monetary Policy
"The IMF-EFF arrangement, amounting to approximately 
US dollars 3 billion, approved in March 2023, along with the envisaged support from other international 
financial institutions, is expected to provide the policy space needed for the economy to transition out of the unprecedented sovereign debt and BOP crises in the near term.",International Trade
"However, the non-recurrence of such crises in the future and the medium to long term sustainability of economic recovery would hinge on the successful implementation of the macroeconomic adjustment programme 
outlined under the IMF-EFF arrangement  that 
needs to be underpinned by strong political will 
and commitment.",Monetary Policy
"The integral elements of this macroeconomic adjustment programme include, (i) an ambitious fiscal consolidation led primarily by revenue, accompanied by reforms to social safety net, fiscal institutions and SOEs, aimed at restoring fiscal sustainability and strengthening fiscal discipline, (ii) a sovereign debt restructuring 
strategy aimed at restoring public debt  
sustainability, (iii) a multi-pronged strategy to restore 
price stability and rebuild international reserves amidst greater exchange rate flexibility, (iv) policies to safeguard financial stability, (v) focused reforms to address governance and corruption vulnerabilities,  
(vi) broader structural reforms to unlock Sri Lanka’s growth potential.",Fiscal Policy
"Despite having engaged in sixteen IMF programmes since 1965, Sri Lanka has an unsatisfactory track record on the completion of such programmes and the implementation of reforms, due to abrupt abandoning of the reform agenda.",Fiscal Policy
"This has resulted in a futile cycle of 
entry into such programmes during periods of 
economic hardship and premature exit with short-lived improvements in the economy.",Monetary Policy
"Against this backdrop, it is vital that policymakers show increased commitment and discipline in meeting the envisaged time-bound targets during each review 
under the present IMF-EFF arrangement, while 
garnering public support for necessary economic 
adjustments through improved awareness and 
transparent communication.",Monetary Policy
"This will not only 
give an opportunity to implement long neglected structural reforms but will also put the economy on 
a strong footing to transition to a sustainable growth 
path over the medium term, without having to go 
through extreme volatilities and painful adjustments 
frequently.",Fiscal Policy
"Successful implementation of the necessary structural reforms would circumvent the 
need to repeatedly approach the IMF for emergency 
funding and prevent the need for debt restructuring.",Fiscal Policy
"The rapid normalisation of economic conditions 
from the dire straits in the most part of 2022 is 
expected to facilitate the implementation of the 
aforementioned reforms.",Monetary Policy
"Notably, unlike previous 
IMF programmes, many painful reforms have been 
frontloaded in the current EFF arrangement; hence, it is expected that the continuation of such reforms 
will be relatively smoother, thereby enabling the 
economy to be more successful at completing the 
ongoing programme.",Fiscal Policy
"Going forward, Sri lanka needs to ensure 
effective prioritisation and utilisation of external 
financing to maintain external debt sustainability 
in the post-restructuring period.",Monetary Policy
"Sri Lanka had 
issued a total of US dollars 17.6 billion of ISBs 
from 2007 onwards and US dollars 17.2 billion of 
Sri Lanka Development Bonds (SLDBs) from 2001 
onwards.",International Trade
"The proceeds of ISBs and SLDBs were 
primarily used for development purposes only in the 
early issuances, while the proceeds of most of the 
subsequent issuances were primarily used for budget support or for debt repayments and interest payments 
on such debt due to the significantly large budget 
deficits and mounting external debt that escalated 
the gross financing needs of the Government, 
compelled further foreign currency borrowings from global markets at commercial rates.",Fiscal Policy
"Accordingly, it ""40
CENTRAL BANK OF SRI LANKA  | ANNUAL REPORT 2022
1is vital that Sri Lanka‘s debt strategy evolves away 
from reliance on highly commercial foreign currency 
debt towards equity based foreign financing, amidst 
envisaged improvements in international sovereign 
ratings and country’s economic conditions.""",Monetary Policy
"The 
foreign financing mix and strategy need to be carefully crafted by identifying purposes for which 
such funds are used with a view to improving the 
capacity to generate foreign exchange inflows.",Monetary Policy
"For 
instance, attracting foreign financing into strategically 
important projects, such as renewable energy, would be vital in addressing energy sector vulnerabilities 
without imposing excessive strains on the fiscal and 
external sectors.",Fiscal Policy
"Moreover, future attempts to resort 
to any form of debt financing need to be evaluated 
objectively against costs and benefits and the 
need for such financing in order to ensure that debt 
vulnerabilities do not arise in the future.",Fiscal Policy
"Successful implementation of the debt 
restructuring process, in line with the debt sustainability targets outlined under the  
imF-EFF arrangement, remains crucial prior 
to opening the country to global financial and 
capital markets.",Fiscal Policy
"Sri Lanka needs to finalise the 
debt restructuring process expeditiously in line with 
the debt sustainability targets set out under the  
IMF-EFF arrangement.",Fiscal Policy
"Plans are underway to publicly 
announce Sri Lanka’s debt restructuring strategy in 
the near term following the public announcement 
on the envisaged treatment of domestic debt in late 
March 2023, enabling commencement of the debt 
restructuring process at the earliest.",Fiscal Policy
"Finalisation 
of this process is anticipated before September 
2023.",Monetary Policy
"Even after successful debt restructuring, any 
improvement to international ratings will be a gradual process and will depend on the success of rebuilding 
the economy.",Monetary Policy
"International experience suggests 
that after debt restructuring, countries have taken 
considerable time to improve sovereign ratings and 
build up confidence prior to attracting foreign financing from bilateral and commercial creditors.",Monetary Policy
"Against this backdrop, the country must endeavour to move away 
from debt financing in the near to medium term and find ways to attract non debt creating funding sources, such as equity financing, primarily through foreign direct investment and public-private partnership arrangements.",Fiscal Policy
"long overdue structural reforms need to 
be carried out expeditiously to turn around lossmaking SOEs and eliminate the fiscal  
burden as well as the over-reliance on commercial banks, thereby containing the risks arising from these institutions that hinder the fiscal and macroeconomic, and financial stability.",Fiscal Policy
"Although SOEs perform key roles in numerous strategic economic sectors, such as electricity, petroleum, water, banking, 
transportation, and aviation, a significant share of 
these entities continues to grapple with an array 
of issues, including operational inefficiencies,  
poor governance and mismanagement, lack of accountability and transparency, weak market orientation, continuing political interference through high level appointments and excessive workforce.",Fiscal Policy
"These issues, in turn, have culminated in the weak financial performance of SOEs, thereby resulting in 
a multifaceted macroeconomic burden to the country 
through their adverse implications on state owned banks, and more recently on some private banks as well, draining of public finances via capital infusions, mounting contingent liabilities of the Government,  
and with no satisfactory quality of service to the general public.",Fiscal Policy
"For instance, credit to public corporations from the banking sector amounted to Rs. 1.7 trillion
4 as at the end of 2022, while the 
Government was compelled to provide around  
Rs. 80 billion to the Ceylon Electricity Board (CEB) as equity during 2022 to ease its liquidity stresses.",Monetary Policy
"Although SOEs in Sri Lanka are generally established 
by an Act of Parliament, several SOEs have been 
4 Includes outstanding balance of the government guaranteed foreign currency debt of the 
Ceylon Petroleum Corporation that was absorbed into central government debt w.e.f.",Fiscal Policy
"41
ECONOMIC, PRICE AND FINANCIAL SYSTEM STABILITY, OUTLOOK AND POLICIES
1incorporated under the Companies Act, potentially 
allowing them to bypass Parliamentary oversight.",Fiscal Policy
"In addition, timely preparation of financial accounts of 
the large majority of SOEs and the disclosure of these 
statements are largely absent, thereby hindering transparency and public scrutiny.",Fiscal Policy
"Despite the identification of fraud, corruption, mismanagement, 
and negligence in certain SOEs, such issues have 
hardly been addressed promptly at respective Board 
levels or at the Parliamentary committee levels.",Fiscal Policy
"In addition, successive governments have used 
SOEs to implement populist policies.",Fiscal Policy
"For example, 
utilities and public sector services, including energy, 
petroleum, water, transportation, etc., have been 
provided to the general public at below cost recovery prices for a long time.",Fiscal Policy
"The costs of these untargeted subsidies were borne by the SOEs, resulting in large accumulated losses, which were mostly covered by transfers from the central government budget.",Fiscal Policy
Non-cost reflective prices have been the major reason for the bleak financial performance and poor market orientation of the major SOEs in the country.,Fiscal Policy
"All the aforementioned issues have disincentivised SOEs to operate as profitable commercial ventures, thereby imposing an undue burden on the Government, banks and the public.",Fiscal Policy
"When borrowings of SOEs were at unsustainably high levels, in the past, the Government has been compelled to step in to relieve such debt burden using its revenue collection.",Fiscal Policy
"As part of the actions agreed under the IMF-EFF arrangement, the outstanding foreign currency debt of Rs.",Fiscal Policy
"884.1 billion of the Ceylon Petroleum Corporation (US dollars 2,434.8 million) was absorbed into central government debt by end 2022.",Fiscal Policy
"In addition, the outstanding balance 
of eight loans amounting to Rs. 518.3 billion (US 
dollars 1,427.3 million), obtained from China’s 
Export-Import (EXIM) Bank and recorded under 
Sri Lanka Ports Authority, CEB, and Airport and 
Aviation Services (Pvt) Ltd., were also absorbed into 
central government debt by end 2022.",Fiscal Policy
"Against this 
backdrop, institutional reforms are highly warranted in relation to SOEs to improve their efficiency, 
financial viability, and accountability.",Fiscal Policy
"Recognising the need to make SOEs financially viable, the  
IMF-EFF arrangement prescribed the introduction of cost reflective price revisions of several key utilities.",Fiscal Policy
"Such pricing mechanisms need to continue with enhanced transparency to ensure that the SOEs are not only generating increased revenues but are 
also striving to reduce costs, without passing on 
their inefficiencies by way of higher prices.",Fiscal Policy
"Further,  
non-strategic SOBEs should be considered 
for divestiture or listing in the CSE to reduce the fiscal burden of such entities and  
ensure improved institutional and commercial efficiency.",Fiscal Policy
The institutional transparency and accountability of remaining SOEs should be enhanced through mandatory and regular Parliamentary oversight.,Fiscal Policy
"The SOEs should be provided with binding institutional goals and targets that are linked to key performance indicators, for which the management of SOEs should be held accountable.",Fiscal Policy
"The perks and benefits received by the respective Boards, the management and employees 
of these SOEs should be linked to their performance 
and achievement of institutional goals.",Fiscal Policy
"Accordingly, 
it is vital that the Government remains committed 
to implementing the SOE reform agenda to ensure that such enterprises emerge as growth facilitators in the economy.",Fiscal Policy
"Moreover, as already identified by the Government, the energy sector will need drastic reforms through unbundling of generation, transmission, and distribution subsectors to achieve operational efficiency in the electricity sector.",Fiscal Policy
"It is also necessary for SOEs, such as CEB, to review commercial contracts entered into with private power suppliers ensuring that undue benefits are not passed onto such companies at significant costs to CEB.",Fiscal Policy
"These institutional reforms of SOEs should be implemented without delay to ensure efficiency 
and transparency of SOEs, while minimising burden 
on central government finances.",Fiscal Policy
"42
CENTRAL BANK OF SRI LANKA  | ANNUAL REPORT 2022
1reforms to taxation policies and tax 
administration and the strengthening 
of the legal compliance framework are paramount to achieving the revenue targets of the Government, thereby restoring the macroeconomic balance in the period ahead.",Fiscal Policy
"Recognising the persistently lacklustre revenue 
performance in Sri Lanka, compared to peer economies, the Government has already adopted several measures to increase tax rates while also expanding the tax base.",Fiscal Policy
"However, additional  
reforms, especially in relation to the application of advanced information and communication  
technology to  further enhance government revenue mobilisation on a sustainable basis are essential.",Fiscal Policy
"The tax system in Sri Lanka has been plagued by inconsistent and  ad hoc policy changes that are 
targeted to serve as short term fixes, mainly in light of revenue shortfalls each year.",Fiscal Policy
The introduction of retrospective surcharge tax and frequently changing government policy on taxes on business turnover are examples of such inconsistent tax policies.,Fiscal Policy
"As a result, submitting tax returns and forecasting tax liabilities have become cumbersome for businesses and individuals, in turn discouraging taxpayers from maintaining voluntary tax compliance.",Fiscal Policy
"A weak tax 
administration system could serve to mobilise a 
high tax revenue from easy to tax sectors, whereas 
the need is to implement an equitable tax system, 
where the burden of taxes is distributed fairly 
among the population.",Fiscal Policy
"Accordingly, the tax policies 
in the country should be formulated considering 
the revenue requirements of the Government, 
development objectives of the country, equity of 
tax policies, and convenience for both the taxpayer 
and tax administrator.",Fiscal Policy
"Meanwhile, tax administration 
should be strengthened to minimise administration 
costs, tax avoidance, tax evasion, and various tax 
frauds.",Fiscal Policy
"While existing weaknesses in the Revenue Administration and Management Information System (RAMIS) that have resulted in substantial revenue losses to the Government need to be rectified expeditiously, new technologies should be introduced for tax revenue collection of both direct and indirect taxes.",Fiscal Policy
"For example, the introduction of a real time invoicing system will help prevent frauds related to value added and turnover taxes and provide opportunities to conduct tax audits 
efficiently.",Fiscal Policy
"In addition, linking databases of revenue 
collection agencies, financial institutions, and other property registration institutions would help reduce tax evasion, thereby expanding the taxpayer base.",Fiscal Policy
"The introduction of cutting edge technologies, such as blockchains, integrated customs management systems, cargo scanners, and trackers have helped many countries to minimise cross border tax evasion.",Fiscal Policy
"Sri Lanka has a large informal sector, which is hardly captured by the tax net, while many in the formal sector are also evading taxes due to cash transactions since revenue collecting agencies are unable to track income received through cash payments by individuals and businesses.",Fiscal Policy
"Therefore, revenue collection agencies will be able to track tax evaders as well as those who engage in benami  
transactions by promoting a ‘cashless economy’.",Fiscal Policy
"Meanwhile, the tax collection process is significantly burdened by the current appeal and grievance handling process, which is highly time consuming and 
prevents revenue collection agencies from achieving 
their revenue collection targets.",Fiscal Policy
"There appears to be 
a large number of unsettled cases in respect of tax 
avoidance, non-payment of taxes, and extended 
time periods given for tax evaders.",Fiscal Policy
"For purposes 
of transparency, Inland Revenue Department (IRD) 
should publish the number of pending and settled 
tax cases on a periodic basis to enable the general 
public to understand efforts made by the IRD to 
expedite tax collections.",Fiscal Policy
"Further, the introduction of 
an efficient appeal process and expeditious judicial 
process to resolve tax disputes will drastically cut 
down tax losses to the Government.",Fiscal Policy
"Besides, to enhance voluntary compliance, strict penalties should be introduced, while improving services to taxpayers with proper guidance.",Fiscal Policy
"Recent efforts of the 43
ECONOMIC, PRICE AND FINANCIAL SYSTEM STABILITY, OUTLOOK AND POLICIES
1Government to make the filing of personal income 
tax returns mandatory and payment of personal 
income taxes electronically are welcome initiatives 
to improve the efficiency in tax administration.",Fiscal Policy
"The 
Government should increase its efforts to improve tax administration, which, in turn, would enable the Government to expand the tax base and raise 
government revenue without significantly burdening 
its existing taxpayers.",Fiscal Policy
"recently introduced painful tax reforms 
should be complemented with proper  
expenditure management strategies to ensure a sustained fiscal consolidation in the medium to long run.",Fiscal Policy
